,name,img,description,tags,Cronologia,Materiale e Tecnica,Dimensioni,Collocazione,Inventario,Stato di conservazione,Acquisizione,Ambito Culturale,Specifiche di reperimento,Osservazioni,Dati di scavo,Autore,Dritto,Rovescio,Notizie storico-critiche,Zecca,Url,museumName,Altezza,Diametro,Larghezza,Lunghezza,Profondità,Spessore
138,Sekhmet,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/22253.jpg?itok=HoH9GF1q,"Statua anepigrafa raffigurate una donna leontocefala, assisa su un trono con bassa spalliera e base pertinente pseudo-rettangolare con parte anteriore stondata. <br>
La figura indossa una parrucca tripartita, un collare a più giri di vaghi e una veste aderente che lascia scoperti i piedi nudi.<br>
Le braccia sono accostate al corpo (nonostante le lacune del braccio sinistro) e le mani appoggiate alle ginocchia: quella sinistra stringe nel pugno un amuleto che appoggia sulla gamba corrispondente, mentre la destra è stesa sulla coscia.","['Statua', ' divinità']",Nuovo Regno - XVIII dinastia sec.,Pietra/ incisione/ levigatura,Altezza: 225 cm Larghezza: 53 cm Profondità: 99 cm,Collezione egiziasala XI,2244,Intero,,Ambito egizio,"Rinveuta da Giovanni Battista Belzoni nel corso delle indagini a Tebe, nel tempio di Mut a Karnak.","Nella lettera con cui Giovanni Battista Belzoni dona alla città le due statue di Sekhmet, una delle quali oggetto di questa scheda, chiede espressamente che vengano collocate al Palazzo della Ragione, ai due lati del portone orientale. Entrambe furono portate nella sede degli Eremitani nel 1985.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/collezione-egizia/sekhmet,museo-archeologico,225,0,53.0,0,99,0
139,Re sacerdote,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/preview/94731.padova%5B1%5D?itok=Gkt_u-m0,"Statuetta raffigurante un personaggio maschile stante, in posizione frontale, nudo. Corpo simmetrico; contrasto evidente tra parte alta del corpo, modellata in modo dettagliato e con resa naturalistica dei particolari, e la parte bassa, che si presenta come blocco massiccio di pietra squadrate sommariamente, con il solo sesso reso con cura. Gambe larghe e squadrate, piedi alti e massicci, dita appena accennate, cosce rese con muscolatura possente; braccia verticali lungo il busto, avambraccio piegato ad angolo acuto, mani a pugno; testa sferica, volto incorniciato da barba liscia, semilunata, copricapo a calotta, liscio, capelli fermati da una fascia intorno alla testa. Retro della figura reso in modo approssimativo.","['Scultura/ statuaria miniaturistica', ' statuetta maschile nuda']","IV millennio a.C., seconda metà sec.",Pietra calcarea porosa / scultura a tutto tondo,"Altezza: 30 cm Larghezza: 9,8 cm Profondità: 6,7 cm",Museo Archeologicosala XI,XVII-119,Ricomposto,,Ambito mesopotamico - Uruk,"Statuetta raccolta tra le rovine di Ninive da Henry Bolognese, poi donata a Sante Zennaro nel 1860, che a sua volta nel 1872 la dona ad Antonio Fabris. Questi la dona infine al Museo nel 1876.",Esemplare rarissimo.,,,,,,,https://padovamusei.it/it/musei/il-museo-archeologico/collezioni/collezione-orientale/re-sacerdote,il-museo-archeologico,30,0,9.0,0,6,0
140,Viaggio agli Inferi,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/94775_0.jpg?itok=ntz56yU_,Stele funeraria con specchio figurato e iscrizione lungo la cornice. ,"['Struttura tombale', '  stele funeraria']","I secolo a.C., prima metà sec.","Calcare di Costozza, bassorilievo, incisione","Altezza: 62,5 cm Larghezza: 48 cm Spessore: 11 cm",Museo Archeologicosala I,813,Mutilo,,"Ambito romano, produzione locale",Rinvenuta durante lavori per la costruzione di un edificio.,"Di recente sono stati messi in discussione sia la valenza funeraria del monumento, sia il significato della raffigurazione, da intendersi, sulla base di una diversa lettura di alcuni dettagli, come ""ratto della dea"", con riferimento al mito di Artemide taurica.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-preromana/viaggio-inferi,museo-archeologico,62,0,48.0,0,0,11
141,Scena di commiato,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/94812_0.jpg?itok=hnvjOQrn,Stele rettangolare con specchio decorato e iscrizione lungo la cornice.,"['Struttura tombale', '  stele funeraria']","VI secolo a.C., fine sec.","Pietra di Nanto, incisione","Altezza: 65 cm Larghezza: 49,5 cm Spessore: 8,8 cm",Museo Archeologicosala I,3,Mutilo,,Ambito venetico,"Casualmente rinvenuta nel maggio del 1875 a Camin, strada del Rovanello, nei campi dei signori da Lazzara e, nel 1881, acquistata dal Museo Civico di Padova al notaio Alessi.",Questa stele con scena di commiato è ad oggi un unicum. Si ipotizza che sia opera di un artista etrusco presente nella Padova preromana.,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-preromana/scena-commiato,museo-archeologico,65,0,49.0,0,0,8
142,Cartorii,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/94738_0.jpg?itok=7PhMIWtM,"Stele a forma rettangolare allungata con timpano, su basamento a due gradini; nella parte inferiore zoccolo liscio su cui insiste la maggior parte dell'iscrizione. Il frontone presenta al centro una decorazione a rosetta e due palmette nei triangoli acroteriali; al centro, nello spazio delimitato da due pilastri, si succedono due nicchie rettangolari con i ritratti dei defunti a gruppi di tre. Nella nicchia superiore si trovano la madre Mania Cartoria, il marito, e il figlio primogenito; nella nicchia inferiore la figlia e due figli maschi. <br>
Sul retro, a circa 10 cm dalla base, un'ampia apertura divisa in due nicchie mediante un ripiano di pietra, probabilmente destinate a contenere le urne cinerarie e oggetti per la manutenzione del sepolcro.","['Struttura tombale', '  stele funeraria']",Fine del I sec. a.C. - inizio del I sec. d.C. sec.,"Trachite, scultura a bassorilievo e incisione",Altezza: 226 cm Larghezza: 68 cm Profondità: 42 cm,Museo Archeologicosala IX,242,Intero,,"Ambito romano, produzione locale",,"Questo tipo di stele trae origine dal naiskos ellenistico, mediato attraverso l'Italia meridionale.  
La gens Cartoria era attiva nell'ambito della produzione dei laterizi, come attestano i tanti bolli dell'officina Cartoriana rinvenuti non solo in territorio patavino, ma in tutto il Veneto, in Emilia e in Dalmazia. Si tratta molto probabilmente di una produzione ""industriale"" realizzata con il supporto di diverse filiali, una delle quali poteva essere a Cartura.",Stazione Ferroviaria1877-1878scavi di Luigi Busato,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/cartorii,museo-archeologico,226,0,68.0,0,42,0
143,"""a rete di serpenti""",https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/94748_0.jpg?itok=iKJTI_t_,"Orlo svasato tagliato e arrotondato, collo cilindrico; corpo ovoidale racchiuso da una sorta di gabbia formata da filamenti di vetro verticali sui quali sono stati applicati festoni di filamenti orizzontali; base concava ad anello orlata da un filamento ondulato applicato.","['Bottiglia', ' pseudo-diatretum']","I secolo d.C., fine sec.",Vetro soffiato a mano libera,"Altezza: 23,3 cm Larghezza: 9,8 cm Diametro: 4,5 cm",Museo Archeologicosala IX,I.G. 283416,Ricomposto,,Ambito  siro-palestinese o egiziano,"Lo scavo è tra via Gattamelata e via Giustiniani. Tomba femminile a fossa circolare, riempita di terra di rogo; corredo quasi tutto immerso nella terra di rogo. Tutti gli oggetti erano posti lungo il perimetro della fossa, inclusa la bottiglia rinvenuta in posizione verticale.","I soli oggetti confrontabili con questa bottiglia sono stati rinvenuti negli anni '30  da una missione francese a Begram, presso Kabul, in Afghanistan. Gli oggetti erano murati nella residenza estiva dei re Kushana. Il contesto era databile a cavallo tra III e IV secolo d.C. Oltre alla cronologia, questa bottiglia apre altre questioni: quale impiego abbia avuto prima di diventare oggetto del corredo funerario, cosa contenesse una volta finita nella tomba, chi ne fosse la proprietaria.","Padova, Clinica Pediatrica1997Tomba 3",,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/rete-serpenti,museo-archeologico,23,4,9.0,0,0,0
144,Uccelli su albero,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/94947_0.jpg?itok=3BGva8WQ,"Lacerto di pavimentazione in mosaico tessellato figurato, policromo, di cui sopravvive uno pseudoemblema delimitato da una cornice.","['Rivestimento', ' pavimentale']","I secolo d.C., inizio sec.","Marmo, tessere",Altezza: 53 cm Larghezza: 58 cm,Museo Archeologicorastrelliera portamosaici,2186,Mutilo,,Ambito romano,,,Scavo Supercinema1930Via Emanuele Filiberto,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/uccelli-albero,museo-archeologico,53,0,58.0,0,0,0
145,Fannii,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108424.jpg?itok=54XEE4lv,"Stele funeraria, in trachite secondo la Ghedini, in pietra d'Aurisina secondo la Bassignano. ","['Stele', ' funeraria']",Tra il 1 d.C. e il 25 d.C.,Pietra di Aurisina / scultura a bassorilievo e incisione,Altezza: 125 cm Larghezza: 74 cm Spessore: 25 cm,Museo Archeologicosala IX; settore 27,68,Mutilo,,"Ambito romano, produzione locale",La provenienza della stele è sconosciuta.,"La stele è stata rinvenuta nell'area della necropoli settentrionale di Padova. Secondo il Mommsen (CIL V, 2951) essa si trovava infissa sul muro di una casa in prossimità della chiesa del Carmine, oppure presso la chiesa di San Giacomo, passò poi alla raccolta Bassani (famiglia Maggi da Bassano). La Bassignano riporta come un tempo il rilievo fosse infisso nella parete esterna di una casa nella zona dell'attuale palazzo Maldura, non distante dalla Basilica del Carmine, e come fu fatto poi togliere da Livio Maggi da Bassano, che la collocò nella collezione di famiglia.
In base ai dati relativi alle modalità di acquisizione della stele, si può ipotizzare che essa provenga dalla necropoli settentrionale di Padova.
Il pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/fannii,museo-archeologico,125,0,74.0,0,0,25
146,Maxsuma,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108898.jpg?itok=_MDQJRTY,"Stele in trachite, della tipologia a edicola con nicchia. ","['Stele', ' funeraria']","I secolo d.C., inizio sec.",Trachite / scultura a altorilievo e incisione,Altezza: 89 cm Larghezza: 64 cm Spessore: 18 cm,Museo Archeologicosala IX; settore 27,204,Integro,,"Ambito romano, produzione locale",Provenienza sconosciuta.,"Secondo il Furlanetto la provenienza è sconosciuta, secondo il Busato, invece, la stele proverrebbe da Noventa Vicentina. La Bassignano identifica l'iscrizione come atestina e ritiene, pertanto, che sia da espungere (si veda il riferimento in S.I. Nuova serie, 2016, vol. 28 e S.I. Nuova Serie, 1997, vol. 15).
Nell'Inventario del Catalogo lapidario del Museo (Catalogo Illustrato del Lapidario dal 1897 al 1927) si riporta che la stele ""era in possesso di un certo Ferrighi in Padova"". Anche il Mommsen (CIL V, 2991) fornisce questa indicazione.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/maxsuma,museo-archeologico,89,0,64.0,0,0,18
147,Oppii,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108515.jpg?itok=gRSJzVJt,"Stele quadrangolare in trachite, conservata integralmente eccetto per il maschio d'incastro. ","['Stele', ' funeraria']","I secolo d.C. (Bassignano 2016), prima metà sec.","Trachite, scultura a altorilievo e incisione",Altezza: 141 cm Larghezza: 118 cm Spessore: 32 cm,Museo Archeologicosala IX; settore 27,254,Integro,,"Ambito romano, produzione locale","La provenienza è sconosciuta, ignoti i dati di scavo.","La Gasparotto ritiene che la stele sia di provenienza locale, visto l'impiego di trachite euganea di tipo granuloso, tipico di alcune falde più esposte al sole dei monti di Zovon o della zona di Montegrotto.
La stele proviene dalla raccolta Bassani (fam. Maggi da Bassano) e fu trasportata al Museo nel 1825. Secondo quanto riporta la Gasparotto il monumento era conservato in una casa di Padova già dalla prima metà del XVI sec., in particolare, il Pingonius la dà come esistente nella casa di Benedetto Bertoldo in Padova, mentre lo Scardeone la considera già in casa Bassani (Fam. Maggi da Bassano), da cui poi giunse, come già detto, al Museo Civico. Si veda in tal senso anche il CIL V, 3002.
Il pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/oppii,museo-archeologico,141,0,118.0,0,0,32
148,Bollo CARTORIAN,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108886.jpg?itok=ICBqko2X,Laterizio ritagliato.,"['Materiale da costruzione', ' laterizio']","I secolo d.C., inizio sec.","Argilla, sagomatura e cottura in forno","Lunghezza: 20 cm Larghezza: 12 cm Spessore: 2,7 cm",Museo Archeologicosala IX; settore 10,264/2,Mutilo,,"Ambito romano, produzione locale",,"La presenza della gens Cartoria nel padovano è documentata da iscrizioni lapidarie (si veda ivi la stele dei Cartorii, Inv. nr. 242), da toponimi locali quali Carturo e Cartura e da numerosissimi laterizi con il marchio di fabbrica Cartorian(a). L'intensa attività edilizia della famiglia è dimostrata dalla presenza di molti esemplari bollati in tutta la Cisalpina, lungo la costa adriatica, da Ravenna a Pesaro e in Dalmazia. Oltre a questo pezzo, è esposta anche un mattone bipedale con impresso il medesimo bollo (Inv. nr. 914), mentre non sono stati rintracciati presso il Museo Archeologico altri tre bolli laterizi CARTORIAN schedati dalla Tortelli (si veda la bibliografia di riferimento, in particolare nota 62 p. 37). Va segnalato come non vi sia corrispondenza tra il numero d'inventario del pezzo (264/2), trascritto all'interno dell'Inventario della Raccolta lapidaria del Museo, ed il numero (Inv. nr. 2185) assegnatogli presso il suo pannello descrittivo presente all'interno della sala IX del Museo. Si precisa, inoltre, come nel Catalogo del 2002 il laterizio venga identificato, confondendolo col secondo laterizio CARTORIAN conservato in Museo (nr. inv. 914) come mattone bipedale (Padova romana 2002, p. 124). Nell'articolo di Cipriano-Mazzocchin 2003 esso viene invece identificato come tegola.
Il pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927.","Scavi per le fondazioni della cappella del Duomo, Padova.1695",,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/bollo-cartorian,museo-archeologico,0,0,12.0,20,0,2
149,Ratto di Ganimede,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108887.jpg?itok=1hzjlaFX,Lastra in trachite. ,"['Rilievo', ' funerario']","I secolo d.C. - II secolo d.C., fine/inizio sec.",Trachite / scultura a bassorilievo e incisione,Altezza: 57 cm Larghezza: 57 cm Spessore: 13 cm,Museo Archeologicosala IX; settore 12,509,Mutilo,,"Ambito romano, produzione locale",Provenienza sconosciuta. Forse da Este (collezione Piombin).,"Il pezzo è tagliato in forma quadrata, forse per un riutilizzo posteriore, a meno che già all'inizio esso avesse questa forma e queste dimensioni e combaciasse lungo i lati con pezzi analoghi.
Per quanto riguarda la destinazione d'uso, è possibile si tratti di una lastra appartenente al rivestimento di un monumento funerario, come si ipotizza per due rilievi provenienti rispettivamente da Portogruaro e da Este, simili al rilievo in esame soprattutto per la concezione figurativa che scandisce geometricamente lo spazio evidenziandone la parte figurata, attraverso l'isolamento all'interno di una figura geometrica (rombo per il caso in esame e per Portogruaro, ottagono per Este). 
Il rilievo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927, ove viene datato come ""romano-cristiano"".",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/ratto-ganimede,museo-archeologico,57,0,57.0,0,0,13
150,Bollo CARTORIAN,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108899.jpg?itok=NTU0salZ,Mattone bipedale.,"['Materiale da costruzione', ' laterizio']","I secolo d.C., inizio sec.","Argilla, sagomatura e cottura in forno","Lunghezza: 55 cm Larghezza: 31,3 cm Spessore: 8,5 cm",Museo Archeologicosala IX; settore 10,914,Mutilo,,"Ambito romano, produzione locale","La provenienza è sconosciuta, probabilmente si tratta di un pezzo proveniente da una collezione privata. Nel Catalogo Illustrato del Lapidario si segnala che fu inviato da C. Anti nel 1968.","La presenza della gens Cartoria nel padovano è documentata da iscrizioni lapidarie (si veda ivi la stele dei Cartorii, Inv. nr 242), da toponimi locali quali Carturo e Cartura e da numerosissimi laterizi con il marchio di fabbrica Cartorian(a). L'intensa attività edilizia della famiglia è dimostrata dalla presenza di molti esemplari bollati in tutta la Cisalpina, lungo la costa adriatica, da Ravenna a Pesaro e in Dalmazia. Oltre a questo pezzo, è esposto anche un laterizio ritagliato con impresso il medesimo bollo (Inv. nr. 264/2), mentre non sono stati rintracciati presso il Museo Archeologico altri tre bolli laterizi CARTORIAN schedati dalla Tortelli (si veda la bibliografia di riferimento, in particolare nota 62 p. 37).
ll pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/bollo-cartorian-0,museo-archeologico,0,0,31.0,55,0,8
151,Motivi geometrici e fitomorfi,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108784.jpg?itok=DpGjB80L,"Tessellato geometrico policromo, riferibile a un rivestimento pavimentale di un ambiente termale riscaldato.","['Rivestimento', ' pavimentale']","II secolo d.C. - III secolo d.C., fine/inizio sec.","Marmo, tessere / tessellato",Lunghezza: 600 cm Larghezza: 565 cm,Museo Archeologicosala IX; settore 26,824,Mutilo,,"Ambito romano, produzione locale","Il pavimento in esame fu rinvenuto al di sotto del palazzo degli Anziani, in via 8 febbraio, disposto al di sopra di suspensurae e quindi doveva essere probabilmente pertinente ad un contesto termale pubblico o privato.",Ll rivestimento musivo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1929 al 1978 (II Volume contenente nn. inv. da 620 a 950).,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/padova-romana/motivi-geometrici-fitomorfi,museo-archeologico,0,0,565.0,600,0,0
152, cippo funerario,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/22476.jpg?itok=rp82tnXz,"Monumento funerario di Claudia Toreuma, di rara eleganza, tra i più famosi rinvenuti a Padova;  è composto da un cippo fusiforme in marmo, fuoriuscente da un kalathos di foglie di acanto; sulla parte sommitale era situato un elemento terminale, non pervenuto.","['Struttura tombale', '  cippo funerario']","I secolo d.C., prima metà sec.","Marmo lunense, intaglio netto",Altezza: 150 cm Larghezza: 40 cm,Museo Archeologicosala V,R.L. 253,Intero,,Ambito romano,Rinvenuto alla Mandria (Padova) nel 1821.,"Il basamento in trachite non pertinente al monumento, fu predisposto nel 1821 a ricordo dell'importante scoperta.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/cippo-funerario,museo-archeologico,150,0,40.0,0,0,0
153,Sileno,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/22584.jpg?itok=L8vzg306,"Statua virile dalle dimensioni superiori al naturale, di cui sopravvive il busto. Raffigura un Sileno, creatura dall'aspetto umano con orecchie e coda di cavallo, appartenente al corteo di Dioniso/Bacco. La figura era molto probabilmente in piedi, con il capo girato leggermente a sinistra. ","['Scultura/ statuaria', ' statua virile']","II secolo d.C, seconda metà sec.","Marmo, scultura e incisione, con uso di trapano corrente e scalpello",Altezza: 78 cm Lunghezza: 57 cm Larghezza: 40 cm,Museo Archeologicosala V,Ingr. 111922,Mutilo,,"Ambito romano,  da prototipo ellenistico",,"La statua è copia romana di un bronzo ellenistico del Il secolo a.C., la cui dimensioni dovevano aggirarsi intorno ai 2,10 metri. In età ellenistica il Sileno diede origine a una grande fioritura di interpretazioni e varianti, che a loro volta furono ampiamente copiate in età romana più per il valore decorativo che per quello simbolico di essenza demoniaca legata alle forze della natura . La lavorazione meno accurata sul retro lascia pensare che la statua fosse collocata in una nicchia o a ridosso di una parete, non si può dire se in luogo pubblico o in un giardino privato.",Scavo Assicurazioni Generali1924rinvenuto in due frammenti alla profondità di 5 metri.,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/sileno,museo-archeologico,78,0,40.0,57,0,0
154,Centurione,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/22295.jpg?itok=xmbpgUXj,"stele funeraria a pseudo edicola, lavorata su due blocchi distinti di differente profondità. Paraste leggermente rastremate e basso zoccolo di appoggio.  ","['Struttura tombale', ' stele funeraria']","I secolo a.C., seconda metà sec.",Pietra calcarea  di Nanto / scultura ad alto rilievo e tutto tondo,Altezza: 236 cm Larghezza: 100 cm Profondità: 75 cm,Museo Archeologicosala III,--,Parzialmente ricomposto,,"Ambito romano, produzione locale",Recuperato dalla Soprintendenza mediante sequestro,Il testo epigrafico menziona Minucius Lorarius centurione della legione Martia. Questa legione passa da Antonio a Ottaviano prima della guerra di Modena (43 a.C.).,,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/centurione,museo-archeologico,236,0,100.0,0,75,0
155,Venere che si toglie il sandalo,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/76374.jpg?itok=qnTRD5l2,"Il dorso, il fianco e la coscia destri del bronzetto sono deturpati da profonde corrosioni. <br>
I particolari sono incisi a bulino.<br>
Sotto il piede destro e sulla parte interna dell'avambraccio sinistro vi è un foro, eseguito in epoca moderna, per consentire l'applicazione di un puntello da fissare ad una base (in origine sembra che la dea non avesse nessun sostegno). <br>
Gli occhi presentano la sclera in argento mentre le labbra sono ageminate in rame.","['Scultura/ statuaria miniaturistica', ' figura umana femminile']",I-II secolo d.C. sec.,Bronzo a fusione piena,"Altezza: 19,3 cm",Museo Archeologicosala V; settore 3,30,Mutilo,,"Ambito romano,  da prototipo ellenistico","Provenienza: Rottanova, Cavarzere (Venezia), fondo Cestari.","La Venere subì in passato delle operazioni di restauro di cui, in bibliografia, non sono specificati l'ente attuatore e la data di realizzazione. L'intervento ha comportato la rimozione della patina originale che copriva la statuetta. Per rimediare al danno si stesero sulla superficie grassi animali, cere miste a coloranti al fine di mascherare i danni provocati dalla pulitura.
romana.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/venere-che-si-toglie-il-sandalo,museo-archeologico,19,0,0.0,0,0,0
156,A corpo globulare ,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/108913.jpg?itok=YMGNcm7U,"Bottiglia in vetro di colore verdeazzuro e pasta trasparente. Presenta labbro espanso ribattuto all'interno e appiattito, di ampiezza regolare, collo cilindrico distinto e corpo globoso, a base leggermente concava. L'ansa a nastro, a doppia costolatura, piegata ad angolo retto, è impostata sulla spalla con attacco bifido e si salda sul collo. <br>
Il tipo è riconducibile alla forma Isings 14, gruppo A della Calvi. ","['Brocchetta vitrea', ' a corpo globulare ']","II secolo d.C., prima metà sec.",Vetro / vetro soffiato a mano libera,"Altezza: 10,4 cm Diametro: 3 cm Diam. orlo: cm 3,00; diam. max.: cm 8,5.",Museo Archeologicosala V; settore 8,667R; XIX-247,Integro,,"Ambito romano, italico-settentrionale",,"La tipologia appartiene al vasellame da mensa (contenitori per vino o acqua) e costituisce, insieme alle coppe, una delle forme più ricorrenti del I secolo d.C. e una delle più antiche del vetro soffiato. Oltre al termine latino ""lagoena"", la brocca vitrea viene denominata anche ""olpe"" per le strette analogie con l'esemplare fittile. Nell'Italia settentrionale, ma soprattutto in area centro-occidentale, l'olpe fittile diventa un elemento costante del corredo funerario, destinazione che non è invece data come esclusiva per gli esemplari vitrei (sul tema, si rimanda a Zampieri 1998, p. 148).
Le lagoenae vitree compaiono in età tiberio-claudia e sono comuni in Italia e Francia. Nel corso del I secolo d.C. molte varianti, in argilla e vetro, appaiono riconducibili a due gruppi principali, che compaiono raramente già nei primi decenni del I secolo d.C.: il gruppo delle brocche a corpo globulare schiacciato, cui appartiene il pezzo in esame, e il gruppo a corpo piriforme o troncoconico. 
Le brocchette globulari trovano riferimenti precisi con alcuni esemplari provenienti dall'attuale Canton Ticino.
Il pezzo è stato inventariato all'interno dell'Inventario Archeologico - Parte II. Il numero romano corrisponde alla vetrina di esposizione.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/corpo-globulare-0,museo-archeologico,10,3,0.0,0,0,0
157,Iscrizione di Marco Arrunzio Aquila,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/22553.jpg?itok=JiecW35J,Lastra rettangolare in calcare istriano iscritta.,"['Stele', ' funeraria']",Tra il 77 d.C. e il,Calcare istriano / scultura e incisione,"Altezza: 91,7 cm Larghezza: 59 cm Spessore: 16,7 cm",Museo Archeologicosala V; settore 22,R.L. 51,Mutilo,,"Ambito romano, produzione locale",,"Il rinvenimento di materiale funerario dal sito del complesso abbaziale lascia ipotizzare un uso cimiteriale dell'area almeno a partire dalla fine del I secolo d.C., con significativa intensificazione nel secolo successivo. 
Il pezzo è stato inventariato all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/iscrizione-marco-arrunzio-aquila,museo-archeologico,91,0,59.0,0,0,16
158,Iscrizione a Mithra,https://padovamusei.it/sites/default/files/styles/immagine_opera/public/opera/copertina/22307.jpg?itok=PKePaDFB,Ara in trachite.,"['Ara', ' votiva']",II secolo d.C. sec.,Trachite / scultura e incisione,Altezza: 78 cm Larghezza: 30 cm Spessore: 41 cm,Museo Archeologicosala VI; settore 1,R.L. 23,Integro,,"Ambito romano, produzione locale","Rinvenuta apparentemente in situ nel Seicento (secondo il Furlanetto nel 1662, quando poi passò in possesso del Con. de Lazara di San Francesco) a Padova, in via Altinate, nei pressi della chiesa di Santa Sofia.","L'ara era stata dedicata da Gaio Elvio Romano per sciogliere un voto fatto a una divinità identificabile probabilmente con Mithra, grazie all'appellativo a lei riferito e al luogo di ritrovamento, l'area della chiesa di Santa Sofia, dove forse sorgeva un tempio dedicato al dio di origine orientale (nel 1941, in corrispondenza della sagrestia e della cripta della chiesa, vennero rinvenute numerose corna di toro, animale collegato al dio, insieme a una pietra con foro al centro) datato al I-II sec. d.C. Alla medesima datazione si attribuisce l'ara votiva. 
L'ara è stata inventariata all'interno del Catalogo Illustrato del Lapidario dal 1897 al 1927.",,,,,,,https://padovamusei.it/it/musei/museo-archeologico/collezioni/progetto-annia/iscrizione-mithra,museo-archeologico,78,0,30.0,0,0,41
